[03, 05, 15, 24, 32, 41]
[01, 05, 10, 24, 35, 43]
[10, 11, 14, 25, 43, 49]
[03, 04, 13, 24, 32, 35]
[10, 14, 22, 27, 30, 39]
[19, 21, 29, 36, 38, 43]
[09, 10, 16, 20, 35, 49]
[03, 04, 12, 16, 27, 36]
[02, 20, 23, 31, 35, 44]
[06, 16, 19, 21, 29, 34]
[01, 04, 25, 30, 33, 45]
[23, 25, 27, 32, 43, 46]
[01, 03, 29, 30, 38, 46]
[08, 15, 16, 39, 46, 49]
[03, 05, 09, 18, 27, 30]
[07, 11, 17, 28, 29, 48]
[04, 20, 25, 34, 39, 43]
[05, 12, 13, 23, 27, 43]
[01, 16, 22, 29, 32, 42]
[07, 15, 16, 17, 27, 32]
[09, 14, 18, 27, 36, 44]
[10, 11, 23, 28, 32, 38]
[14, 26, 30, 32, 43, 44]
[05, 24, 32, 38, 47, 49]
[01, 26, 32, 38, 39, 48]
[06, 15, 23, 46, 48, 49]
[06, 09, 29, 30, 34, 42]
[03, 15, 18, 31, 45, 49]
[20, 22, 23, 43, 48, 49]
[13, 15, 20, 26, 29, 44]
[02, 04, 20, 27, 28, 46]
[04, 05, 11, 14, 31, 34]
[06, 10, 15, 16, 21, 45]
[25, 26, 36, 45, 46, 47]
[06, 13, 17, 38, 41, 47]
[04, 09, 22, 24, 37, 43]
[12, 13, 14, 27, 43, 44]
[06, 14, 24, 25, 46, 48]
[06, 10, 16, 22, 34, 41]
[02, 12, 24, 46, 48, 49]
[02, 14, 38, 43, 44, 49]
[02, 14, 18, 22, 34, 38]
[17, 28, 35, 37, 38, 48]
[05, 11, 20, 29, 43, 48]
[13, 17, 21, 22, 25, 45]
[29, 31, 33, 36, 40, 46]
[04, 07, 13, 18, 30, 44]
[13, 14, 21, 22, 26, 36]
[17, 21, 34, 36, 48, 49]
[14, 19, 21, 23, 25, 28]
[08, 13, 22, 35, 45, 48]
[07, 25, 31, 35, 46, 47]
[15, 18, 21, 31, 44, 46]
[07, 11, 26, 27, 36, 39]
[01, 08, 11, 22, 29, 30]
[21, 27, 35, 36, 44, 48]
[05, 12, 22, 27, 28, 48]
[02, 07, 11, 26, 28, 39]
[03, 17, 24, 30, 37, 46]
[05, 18, 32, 37, 40, 42]
[07, 17, 20, 33, 36, 47]
[09, 17, 29, 31, 39, 47]
[22, 25, 31, 33, 41, 48]
[02, 35, 37, 38, 39, 44]
[03, 09, 10, 14, 22, 48]
[20, 21, 24, 32, 40, 42]
[08, 10, 14, 20, 38, 44]
[01, 06, 25, 27, 38, 43]
[10, 13, 21, 24, 43, 45]
[03, 09, 16, 24, 43, 49]
[12, 29, 30, 32, 35, 47]
[01, 14, 32, 40, 44, 45]
[01, 12, 21, 23, 48, 49]
[11, 18, 21, 24, 28, 31]
[02, 06, 10, 21, 24, 45]
[15, 30, 34, 38, 47, 48]
[09, 13, 24, 32, 36, 42]
[09, 13, 22, 24, 29, 43]
[06, 14, 16, 23, 24, 28]
[01, 26, 38, 40, 43, 46]
[18, 21, 28, 30, 36, 44]
[01, 18, 20, 22, 32, 41]
[08, 20, 23, 24, 29, 32]
[01, 03, 21, 30, 40, 45]
[06, 07, 25, 31, 32, 47]
[01, 06, 07, 10, 24, 25]
[06, 13, 29, 36, 41, 49]
[01, 04, 15, 21, 41, 43]
[03, 08, 30, 32, 40, 47]
[04, 09, 16, 32, 45, 49]
[03, 19, 27, 29, 30, 36]
[07, 17, 20, 21, 24, 44]
[01, 14, 23, 25, 29, 35]
[06, 08, 24, 33, 38, 47]
[05, 11, 16, 22, 36, 41]
[11, 16, 27, 32, 46, 49]
[07, 23, 24, 26, 34, 44]
[02, 24, 39, 43, 45, 46]
[09, 20, 32, 36, 40, 46]
[06, 15, 25, 44, 45, 46]
