[03, 06, 08, 10, 28, 36]
[04, 10, 13, 30, 36, 41]
[02, 05, 11, 14, 16, 23]
[05, 12, 13, 27, 45, 46]
[03, 23, 28, 33, 39, 44]
[06, 07, 16, 20, 34, 43]
[12, 15, 19, 23, 28, 44]
[09, 32, 34, 35, 39, 48]
[16, 17, 30, 46, 48, 49]
[03, 05, 06, 17, 18, 24]
[15, 23, 29, 37, 43, 48]
[10, 11, 13, 25, 32, 48]
[10, 11, 24, 26, 36, 38]
[09, 10, 15, 36, 41, 42]
[05, 06, 09, 28, 47, 48]
[11, 20, 27, 33, 35, 39]
[20, 28, 34, 42, 43, 49]
[21, 22, 24, 28, 31, 39]
[02, 03, 12, 15, 18, 27]
[02, 13, 18, 21, 35, 37]
[18, 28, 29, 32, 34, 37]
[21, 24, 32, 39, 42, 46]
[06, 07, 08, 36, 45, 46]
[08, 18, 28, 33, 36, 49]
[01, 07, 11, 21, 23, 28]
[12, 21, 23, 36, 43, 46]
[03, 10, 12, 35, 39, 48]
[03, 31, 36, 40, 41, 45]
[08, 12, 15, 21, 23, 39]
[08, 10, 19, 20, 24, 37]
[12, 15, 18, 28, 39, 45]
[01, 07, 25, 26, 30, 44]
[02, 04, 09, 10, 28, 35]
[13, 19, 21, 22, 33, 39]
[02, 23, 30, 31, 32, 36]
[06, 12, 14, 23, 31, 47]
[05, 14, 22, 29, 32, 47]
[08, 15, 25, 31, 42, 46]
[01, 06, 36, 37, 42, 43]
[08, 11, 18, 21, 24, 47]
[05, 09, 10, 33, 40, 48]
[06, 10, 11, 15, 25, 36]
[12, 13, 30, 35, 38, 39]
[15, 16, 30, 36, 40, 45]
[08, 10, 22, 38, 47, 48]
[04, 19, 22, 23, 28, 35]
[08, 09, 14, 19, 22, 29]
[02, 25, 33, 43, 44, 47]
[14, 17, 23, 34, 36, 43]
[01, 25, 26, 27, 41, 47]
[02, 05, 16, 26, 39, 43]
[16, 20, 33, 34, 36, 39]
[14, 22, 33, 37, 42, 49]
[03, 05, 06, 10, 17, 22]
[02, 07, 19, 25, 26, 46]
[04, 05, 11, 17, 30, 40]
[04, 18, 33, 41, 48, 49]
[06, 18, 19, 32, 37, 44]
[19, 23, 32, 36, 42, 45]
[11, 24, 25, 33, 38, 45]
[13, 15, 22, 26, 28, 49]
[13, 18, 20, 22, 30, 47]
[14, 21, 31, 37, 38, 45]
[07, 15, 31, 41, 42, 44]
[01, 08, 31, 35, 37, 43]
[24, 29, 40, 41, 44, 47]
[15, 24, 30, 39, 45, 48]
[05, 10, 36, 38, 44, 46]
[04, 12, 25, 29, 44, 47]
[03, 12, 23, 24, 41, 42]
[12, 15, 16, 31, 41, 45]
[26, 27, 34, 37, 42, 48]
[06, 07, 31, 37, 40, 44]
[01, 02, 05, 06, 29, 40]
[04, 06, 08, 09, 33, 38]
[03, 10, 34, 35, 40, 48]
[09, 15, 18, 30, 38, 42]
[02, 06, 23, 42, 45, 48]
[02, 03, 06, 08, 21, 25]
[01, 25, 27, 35, 37, 47]
[06, 07, 27, 32, 39, 41]
[12, 20, 27, 29, 30, 47]
[05, 09, 13, 19, 27, 29]
[01, 04, 16, 22, 36, 38]
[09, 10, 14, 39, 42, 45]
[04, 09, 18, 19, 25, 35]
[06, 10, 11, 32, 33, 38]
[03, 12, 30, 37, 39, 47]
[10, 13, 35, 37, 41, 47]
[26, 28, 32, 33, 42, 46]
[02, 25, 29, 34, 41, 44]
[12, 15, 18, 27, 35, 48]
[04, 05, 12, 22, 32, 37]
[01, 06, 16, 21, 39, 49]
[01, 02, 25, 28, 32, 43]
[03, 06, 11, 13, 23, 37]
[01, 06, 13, 21, 35, 49]
[08, 09, 27, 30, 34, 44]
[01, 03, 20, 30, 33, 39]
[06, 10, 22, 34, 44, 49]
