[04, 07, 12, 16, 34, 45]
[03, 04, 34, 41, 43, 44]
[01, 04, 14, 41, 48, 49]
[02, 09, 15, 17, 37, 47]
[06, 09, 26, 30, 32, 45]
[01, 20, 21, 34, 37, 49]
[01, 05, 33, 40, 47, 48]
[01, 04, 06, 08, 22, 47]
[01, 04, 16, 19, 21, 42]
[06, 09, 12, 30, 32, 42]
[01, 02, 07, 31, 34, 49]
[03, 08, 20, 26, 30, 43]
[07, 10, 11, 34, 41, 46]
[02, 05, 23, 29, 36, 44]
[08, 11, 12, 23, 31, 33]
[01, 02, 13, 17, 19, 33]
[06, 13, 15, 21, 23, 42]
[02, 09, 13, 15, 19, 42]
[11, 20, 21, 23, 32, 44]
[08, 22, 29, 32, 35, 47]
[05, 08, 12, 27, 28, 33]
[11, 14, 20, 32, 38, 46]
[02, 13, 22, 27, 32, 36]
[15, 22, 24, 26, 32, 40]
[03, 09, 18, 26, 29, 45]
[14, 18, 20, 21, 28, 47]
[09, 20, 35, 37, 39, 46]
[12, 13, 22, 28, 38, 44]
[06, 11, 17, 18, 46, 49]
[02, 03, 20, 24, 37, 46]
[09, 16, 21, 25, 35, 40]
[01, 15, 23, 26, 42, 45]
[03, 18, 23, 37, 46, 47]
[14, 17, 24, 27, 31, 37]
[07, 12, 19, 27, 39, 41]
[18, 22, 32, 36, 39, 43]
[06, 13, 16, 38, 41, 45]
[01, 02, 07, 09, 12, 37]
[08, 18, 23, 32, 34, 40]
[01, 11, 23, 27, 28, 47]
[09, 20, 28, 38, 46, 47]
[18, 24, 32, 42, 45, 48]
[04, 10, 15, 42, 45, 47]
[11, 29, 33, 35, 40, 42]
[04, 11, 23, 27, 31, 33]
[03, 09, 31, 33, 40, 42]
[07, 08, 16, 17, 32, 41]
[18, 27, 32, 35, 41, 44]
[02, 04, 19, 36, 45, 48]
[03, 14, 24, 27, 31, 38]
[09, 12, 13, 14, 17, 20]
[11, 13, 23, 31, 32, 46]
[26, 27, 29, 36, 41, 42]
[04, 08, 11, 17, 29, 48]
[02, 07, 08, 10, 16, 38]
[21, 25, 32, 34, 40, 49]
[03, 09, 32, 37, 39, 49]
[01, 20, 21, 26, 39, 45]
[14, 15, 26, 30, 32, 39]
[03, 10, 19, 34, 47, 49]
[09, 31, 39, 41, 47, 48]
[08, 11, 16, 24, 38, 49]
[05, 16, 19, 26, 27, 41]
[07, 15, 31, 32, 35, 39]
[06, 14, 24, 34, 35, 39]
[12, 13, 21, 26, 32, 41]
[12, 20, 23, 37, 46, 49]
[23, 26, 35, 36, 44, 47]
[05, 09, 19, 38, 40, 42]
[05, 15, 33, 34, 45, 48]
[03, 11, 16, 26, 31, 46]
[01, 22, 26, 30, 31, 46]
[22, 31, 35, 36, 46, 47]
[06, 24, 28, 38, 40, 49]
[06, 07, 10, 22, 25, 31]
[03, 21, 31, 34, 37, 41]
[07, 09, 11, 16, 34, 37]
[05, 09, 31, 36, 44, 45]
[13, 21, 27, 30, 38, 41]
[03, 05, 06, 10, 15, 31]
[06, 10, 12, 21, 34, 38]
[02, 10, 16, 18, 29, 42]
[04, 13, 22, 23, 34, 39]
[12, 15, 19, 40, 44, 46]
[04, 05, 07, 12, 33, 37]
[19, 26, 30, 33, 42, 47]
[23, 29, 35, 36, 46, 48]
[03, 04, 12, 17, 20, 26]
[12, 14, 15, 17, 22, 42]
[22, 24, 36, 37, 38, 46]
[06, 13, 27, 41, 42, 43]
[02, 20, 27, 29, 30, 45]
[01, 08, 09, 13, 17, 34]
[03, 04, 11, 17, 25, 48]
[02, 13, 15, 33, 36, 45]
[25, 27, 30, 37, 43, 45]
[02, 09, 12, 40, 41, 47]
[03, 24, 33, 34, 36, 40]
[11, 17, 19, 42, 44, 49]
[17, 26, 29, 39, 41, 48]
