[16, 19, 36, 40, 44, 46]
[13, 14, 18, 20, 40, 47]
[24, 26, 32, 41, 46, 48]
[13, 15, 30, 38, 42, 45]
[08, 17, 18, 22, 41, 49]
[11, 14, 23, 32, 38, 45]
[08, 09, 14, 29, 33, 35]
[01, 06, 11, 13, 18, 36]
[06, 14, 16, 24, 43, 47]
[14, 34, 37, 39, 43, 49]
[04, 09, 20, 24, 28, 30]
[04, 06, 11, 27, 33, 39]
[02, 16, 17, 25, 37, 48]
[07, 20, 23, 25, 42, 43]
[12, 22, 24, 27, 41, 48]
[05, 10, 20, 22, 35, 38]
[06, 11, 15, 26, 43, 47]
[06, 12, 18, 23, 29, 31]
[05, 16, 20, 28, 45, 47]
[09, 10, 17, 25, 26, 34]
[04, 14, 30, 37, 39, 42]
[08, 12, 26, 31, 36, 45]
[16, 18, 22, 33, 38, 43]
[02, 05, 10, 11, 41, 47]
[02, 03, 08, 23, 25, 27]
[07, 28, 29, 37, 39, 46]
[06, 13, 19, 25, 29, 45]
[12, 15, 27, 29, 32, 39]
[06, 22, 30, 33, 41, 45]
[10, 20, 32, 34, 45, 46]
[09, 17, 25, 26, 35, 45]
[02, 03, 13, 25, 30, 47]
[02, 06, 20, 39, 40, 41]
[23, 24, 28, 29, 37, 45]
[02, 22, 26, 31, 33, 45]
[02, 06, 15, 19, 40, 47]
[15, 19, 20, 26, 37, 39]
[20, 23, 28, 30, 38, 47]
[04, 15, 27, 29, 30, 49]
[01, 06, 07, 24, 34, 36]
[02, 05, 12, 17, 29, 41]
[13, 16, 27, 28, 41, 49]
[15, 29, 33, 37, 40, 47]
[07, 10, 12, 14, 21, 35]
[02, 06, 07, 21, 26, 46]
[03, 07, 25, 26, 44, 49]
[04, 07, 17, 25, 36, 44]
[07, 19, 23, 24, 28, 29]
[01, 03, 19, 25, 34, 42]
[01, 03, 13, 17, 18, 30]
[06, 08, 15, 18, 28, 42]
[06, 08, 23, 32, 35, 48]
[05, 07, 08, 16, 36, 43]
[09, 10, 11, 16, 35, 42]
[01, 08, 09, 24, 29, 34]
[09, 10, 17, 19, 20, 46]
[17, 18, 22, 36, 38, 43]
[14, 15, 16, 17, 25, 32]
[02, 05, 15, 25, 28, 48]
[02, 04, 08, 29, 37, 40]
[03, 14, 16, 22, 40, 48]
[23, 25, 32, 43, 45, 48]
[03, 06, 08, 12, 28, 45]
[10, 16, 26, 33, 38, 49]
[02, 07, 21, 24, 40, 45]
[02, 22, 25, 26, 30, 48]
[04, 10, 24, 26, 44, 47]
[02, 05, 10, 22, 26, 27]
[03, 12, 17, 32, 37, 43]
[11, 28, 41, 47, 48, 49]
[12, 21, 27, 36, 43, 49]
[03, 10, 26, 31, 41, 45]
[18, 27, 29, 37, 39, 41]
[09, 11, 17, 26, 35, 45]
[08, 10, 20, 29, 41, 45]
[10, 28, 30, 34, 36, 41]
[09, 16, 18, 30, 38, 41]
[11, 19, 27, 35, 38, 40]
[17, 19, 26, 35, 37, 41]
[13, 19, 28, 30, 47, 49]
[05, 08, 10, 13, 30, 31]
[06, 11, 12, 16, 34, 45]
[07, 17, 19, 23, 27, 38]
[01, 14, 17, 31, 32, 33]
[01, 02, 07, 10, 28, 35]
[12, 25, 32, 39, 40, 46]
[04, 08, 12, 18, 30, 42]
[05, 09, 27, 30, 37, 40]
[02, 05, 19, 25, 38, 47]
[03, 04, 15, 21, 47, 49]
[01, 18, 20, 35, 36, 45]
[01, 02, 24, 28, 37, 41]
[01, 05, 25, 37, 45, 49]
[05, 10, 12, 28, 32, 43]
[01, 20, 24, 25, 36, 42]
[13, 22, 28, 34, 42, 48]
[11, 13, 15, 18, 20, 49]
[14, 23, 27, 29, 46, 49]
[23, 24, 27, 32, 33, 48]
[11, 18, 19, 40, 45, 49]
