[06, 08, 10, 15, 41, 49]
[09, 11, 20, 29, 34, 48]
[07, 10, 23, 32, 37, 44]
[01, 03, 07, 10, 22, 43]
[06, 08, 13, 31, 42, 47]
[02, 03, 08, 11, 34, 35]
[19, 24, 31, 41, 44, 49]
[03, 05, 10, 21, 22, 43]
[20, 23, 28, 33, 34, 39]
[08, 12, 16, 24, 38, 44]
[20, 23, 25, 28, 46, 49]
[09, 18, 20, 32, 38, 49]
[08, 14, 19, 27, 33, 44]
[21, 24, 28, 35, 39, 48]
[01, 14, 15, 21, 27, 44]
[18, 23, 24, 26, 29, 44]
[02, 13, 19, 22, 24, 30]
[08, 17, 20, 26, 29, 49]
[06, 09, 18, 24, 26, 28]
[01, 10, 14, 31, 36, 47]
[04, 09, 18, 32, 34, 44]
[07, 11, 18, 24, 33, 35]
[02, 09, 12, 21, 23, 25]
[20, 36, 40, 44, 46, 49]
[03, 11, 33, 38, 43, 44]
[03, 08, 09, 27, 29, 34]
[02, 35, 37, 38, 39, 45]
[03, 12, 16, 25, 41, 46]
[08, 22, 32, 42, 44, 47]
[08, 10, 13, 26, 29, 49]
[03, 15, 28, 29, 30, 46]
[09, 14, 25, 28, 41, 49]
[10, 15, 25, 31, 41, 49]
[06, 08, 12, 19, 30, 41]
[01, 09, 14, 31, 39, 40]
[04, 14, 27, 32, 34, 35]
[08, 09, 21, 34, 36, 44]
[11, 19, 36, 38, 41, 44]
[06, 12, 14, 30, 35, 46]
[07, 26, 27, 44, 48, 49]
[08, 11, 12, 16, 42, 46]
[01, 12, 22, 28, 29, 49]
[08, 24, 37, 42, 45, 49]
[09, 14, 35, 41, 46, 47]
[01, 09, 20, 24, 29, 48]
[02, 11, 31, 32, 40, 47]
[01, 06, 19, 40, 41, 45]
[01, 21, 30, 31, 48, 49]
[04, 09, 28, 30, 32, 37]
[05, 08, 19, 35, 38, 48]
[12, 21, 26, 30, 34, 43]
[15, 16, 43, 44, 45, 49]
[04, 15, 28, 36, 37, 45]
[05, 13, 37, 39, 43, 49]
[07, 11, 15, 28, 41, 49]
[03, 08, 11, 14, 19, 39]
[01, 14, 19, 23, 31, 44]
[02, 07, 22, 31, 43, 48]
[02, 03, 22, 23, 29, 37]
[08, 11, 12, 24, 25, 42]
[03, 08, 30, 37, 39, 45]
[04, 07, 09, 10, 23, 35]
[05, 26, 36, 40, 43, 48]
[03, 07, 14, 18, 25, 42]
[06, 10, 11, 13, 33, 43]
[02, 07, 20, 33, 48, 49]
[22, 24, 27, 39, 40, 43]
[05, 08, 16, 24, 28, 32]
[07, 13, 15, 36, 38, 39]
[04, 07, 16, 18, 34, 44]
[06, 09, 27, 33, 37, 47]
[05, 22, 24, 30, 38, 40]
[08, 15, 19, 27, 31, 44]
[06, 07, 14, 29, 42, 43]
[08, 11, 25, 29, 38, 46]
[18, 19, 24, 33, 40, 44]
[01, 05, 13, 35, 38, 45]
[02, 04, 10, 38, 41, 44]
[10, 25, 28, 39, 45, 49]
[05, 07, 22, 27, 35, 48]
[07, 08, 36, 40, 48, 49]
[09, 16, 18, 29, 30, 47]
[12, 29, 38, 42, 43, 47]
[10, 13, 15, 27, 37, 45]
[16, 24, 25, 27, 30, 37]
[01, 08, 09, 18, 21, 40]
[04, 08, 17, 21, 28, 39]
[04, 05, 09, 10, 17, 37]
[01, 14, 25, 29, 36, 42]
[02, 04, 18, 33, 36, 38]
[01, 15, 22, 23, 29, 35]
[06, 18, 27, 39, 40, 45]
[05, 08, 09, 12, 19, 41]
[06, 10, 18, 31, 41, 43]
[06, 20, 27, 32, 46, 48]
[02, 30, 37, 42, 45, 47]
[05, 06, 14, 28, 31, 49]
[08, 10, 29, 31, 41, 47]
[02, 05, 29, 30, 32, 47]
[11, 17, 19, 34, 36, 41]
