[02, 04, 11, 16, 26, 33]
[23, 29, 32, 33, 36, 38]
[05, 22, 25, 28, 33, 38]
[05, 22, 41, 46, 48, 49]
[02, 09, 25, 40, 44, 49]
[11, 16, 26, 37, 42, 45]
[01, 13, 25, 26, 27, 30]
[02, 08, 11, 18, 38, 42]
[08, 21, 33, 37, 42, 45]
[04, 25, 30, 32, 39, 42]
[22, 29, 39, 44, 46, 49]
[01, 13, 28, 30, 38, 39]
[13, 20, 27, 31, 36, 46]
[01, 07, 19, 27, 39, 41]
[08, 21, 25, 32, 33, 46]
[11, 14, 23, 32, 36, 48]
[10, 12, 19, 29, 35, 37]
[08, 14, 21, 24, 29, 34]
[11, 13, 22, 32, 46, 48]
[09, 32, 37, 38, 40, 48]
[12, 23, 27, 30, 38, 43]
[05, 17, 27, 30, 37, 40]
[01, 09, 12, 16, 26, 49]
[05, 09, 25, 36, 38, 47]
[13, 15, 17, 18, 23, 35]
[07, 08, 19, 20, 21, 47]
[09, 10, 18, 26, 29, 44]
[02, 18, 19, 27, 40, 46]
[18, 23, 33, 34, 35, 46]
[04, 07, 09, 10, 39, 49]
[01, 04, 23, 38, 45, 47]
[06, 13, 18, 25, 36, 46]
[10, 12, 24, 31, 39, 45]
[09, 14, 17, 21, 24, 49]
[01, 08, 15, 20, 32, 43]
[25, 27, 31, 33, 46, 48]
[07, 14, 16, 17, 24, 48]
[01, 14, 20, 22, 43, 44]
[01, 08, 12, 23, 29, 35]
[01, 11, 15, 29, 42, 44]
[06, 24, 28, 36, 40, 48]
[04, 15, 18, 36, 45, 49]
[02, 10, 12, 24, 40, 44]
[06, 09, 11, 18, 36, 39]
[10, 12, 18, 26, 27, 36]
[10, 19, 30, 32, 40, 48]
[07, 16, 19, 20, 35, 42]
[07, 20, 31, 33, 41, 49]
[06, 08, 13, 26, 29, 34]
[18, 20, 22, 29, 40, 47]
[05, 12, 34, 40, 45, 48]
[22, 31, 33, 44, 45, 46]
[09, 15, 18, 25, 38, 44]
[08, 19, 26, 29, 30, 32]
[03, 07, 16, 26, 29, 49]
[01, 24, 31, 34, 37, 38]
[02, 07, 14, 34, 37, 45]
[06, 08, 24, 34, 38, 40]
[09, 18, 25, 28, 33, 47]
[09, 10, 23, 30, 44, 47]
[10, 14, 33, 34, 39, 46]
[02, 07, 18, 37, 38, 47]
[21, 24, 26, 41, 44, 45]
[23, 28, 30, 31, 41, 49]
[06, 15, 38, 42, 45, 46]
[13, 20, 28, 39, 48, 49]
[08, 19, 20, 32, 34, 48]
[05, 11, 33, 36, 39, 44]
[02, 06, 11, 12, 28, 31]
[12, 15, 18, 24, 35, 42]
[03, 05, 10, 12, 15, 17]
[08, 11, 22, 30, 34, 35]
[04, 20, 22, 31, 32, 42]
[02, 11, 15, 29, 33, 38]
[09, 15, 22, 36, 37, 38]
[07, 12, 21, 26, 40, 41]
[03, 06, 15, 17, 21, 29]
[01, 03, 06, 23, 29, 35]
[05, 14, 18, 22, 23, 37]
[02, 03, 23, 31, 41, 48]
[04, 07, 14, 15, 20, 25]
[09, 13, 24, 39, 42, 48]
[02, 11, 12, 18, 30, 33]
[02, 05, 11, 12, 41, 48]
[09, 15, 21, 24, 28, 32]
[18, 23, 27, 29, 37, 45]
[06, 20, 21, 39, 42, 48]
[01, 09, 21, 22, 44, 49]
[15, 38, 39, 45, 48, 49]
[06, 13, 18, 25, 41, 42]
[09, 10, 31, 34, 38, 39]
[02, 03, 18, 42, 44, 49]
[03, 04, 05, 12, 31, 49]
[07, 08, 33, 44, 47, 49]
[18, 21, 28, 30, 37, 38]
[03, 04, 17, 21, 24, 45]
[01, 03, 07, 37, 44, 46]
[03, 12, 17, 40, 43, 47]
[02, 03, 05, 14, 23, 41]
[06, 25, 34, 37, 39, 46]
